estado;regiao;interestpol;high_interest;high_med_interest;med_interest;low_interest;low_no_interest;sem_interest;votedifsex1;votedifsex2;evervotefem;faltapoiofam;dific_conc_h;apoio_party;falta_interesse;div_sexual_trab;reasonparty;presidsymbolic;femrightsconhece;femrightsenough;parityagree;quotapunish;quotasenathird;haspartner;housekeep;haskids;haskidsin;haskidsinlittle;kidscare;kidstotal;wannakids;paidjob;assoc;levelasOUTDATED;levelassoc;familysupport;partnersupport;partnchangcitsupport;candwchance;thinkcand;sex;ageinterval;educalevel;incomeinterval;religion;pesos
parana;sul;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;na_misteriosos;na;sim;outro;outro;outro;outro;outro;na;nao influencia;conhece;suficientes;concorda;nao;a favor;tem_companh;tem_companh_sou_responsavel;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;nao;sou_membro_de_assoc;baixo;sou_membro_de_assocbaixo;apoiaria;apoiaria;apoiaria;sim;sim_e_ja_se_candidatou;masculino;60 anos ou mais;ensino_fundamental;mais de 2 a 5 sm;catolica;0,026689144
parana;sul;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;dificuldade de concorrer com um homem;outro;outro;outro;dificuldade de concorrer com um homem;influencia;conhece;insuficientes;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;sou_membro_de_assoc;medio;sou_membro_de_assocmedio;apoiaria;apoiaria;apoiaria;sim;nao_nunca_pensou;masculino;60 anos ou mais;ensino_medio;na;sem religiao ou crenca;0,026689144
piaui;nordeste;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;dificuldade de concorrer com um homem;outro;outro;outro;dificuldade de concorrer com um homem;influencia;conhece;insuficientes;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;sim;sim_mas_nunca_se_candidatou;masculino;de 40 a 49;ensino_medio;mais de 2 a 5 sm;espirita;0,007498314
piaui;nordeste;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;simna_envergonhados;faz_diferenca;nao;outro;outro;outro;outro;outro;outro;nao influencia;conhece;na;discorda;na;contra;tem_companh;na;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;na;nao_nunca_pensou;masculino;60 anos ou mais;ensino_superior;mais de 10 sm;catolica;0,007498314
piaui;nordeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;conhece;insuficientes;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;nao_apoiaria;apoiaria;apoiaria;sim;nao_nunca_pensou;masculino;60 anos ou mais;ensino_superior;mais de 2 a 5 sm;catolica;0,007498314
rio de Janeiro;sudeste;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;dificuldade de concorrer com um homem;outro;outro;outro;dificuldade de concorrer com um homem;influencia;conhece;na;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;sim;sim_mas_nunca_se_candidatou;masculino;de 40 a 49;ensino_medio;mais de 2 a 5 sm;evangelica;0,040107889
rio de Janeiro;sudeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;nao_conhece;voce desconhece a legislacao;discorda;nao;contra;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;sim;nao_nunca_pensou;masculino;60 anos ou mais;ensino_superior;mais de 5 a 10 sm;catolica;0,040107889
rio grande do sul;sul;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;nao influencia;conhece;suficientes;discorda;sim;contra;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;sim;sim_mas_nunca_se_candidatou;masculino;60 anos ou mais;ensino_superior;mais de 10 sm;catolica;0,027471342
rio grande do sul;sul;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;na_misteriosos;na;sim;outro;outro;outro;outro;outro;na;influencia;conhece;suficientes;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;nao;nao_nunca_pensou;masculino;60 anos ou mais;ensino_fundamental;mais de 10 sm;catolica;0,027471342
rio grande do sul;sul;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;nao influencia;nao_conhece;voce desconhece a legislacao;discorda;nao;contra;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;sim;nao_nunca_pensou;masculino;60 anos ou mais;ensino_superior;mais de 10 sm;catolica;0,027471342
rondonia;norte;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;outro;outro;outro;influencia;nao_conhece;voce desconhece a legislacao;concorda;nao;a favor;tem_companh;tem_companh_sou_responsavel;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;nao_apoiaria;apoiaria;apoiaria;sim;nao_nunca_pensou;masculino;60 anos ou mais;ensino_fundamental;ate 2 sm;evangelica;0,003985165
sao paulo;sudeste;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;nao influencia;conhece;suficientes;discorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;sim;nao_nunca_pensou;masculino;de 50 a 59;ensino_fundamental;ate 2 sm;evangelica;0,105920432
sao paulo;sudeste;baixo;nao_alto;baixo_sem;nao_medio;baixo;baixo_sem;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;nao influencia;conhece;suficientes;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;nao_apoiaria;apoiaria;nao_apoiaria;sim;nao_nunca_pensou;masculino;de 50 a 59;ensino_medio;mais de 2 a 5 sm;evangelica;0,105920432
sao paulo;sudeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;nao;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;influencia;conhece;suficientes;discorda;nao;contra;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;nao;nao_nunca_pensou;masculino;de 50 a 59;ensino_superior;mais de 10 sm;sem religiao ou crenca;0,105920432
sao paulo;sudeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;dificuldade de concorrer com um homem;outro;outro;outro;dificuldade de concorrer com um homem;influencia;nao_conhece;voce desconhece a legislacao;concorda;nao;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;nao;sim_mas_nunca_se_candidatou;masculino;60 anos ou mais;ensino_medio;mais de 2 a 5 sm;evangelica;0,105920432
sao paulo;sudeste;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;influencia;conhece;suficientes;concorda;nao;a favor;tem_companh;tem_companh_sou_responsavel;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_cuida_comp;filhos_peq_cuida_comp;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;sim;nao_nunca_pensou;masculino;de 50 a 59;na;mais de 2 a 5 sm;catolica;0,105920432
sao paulo;sudeste;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;nao_conhece;voce desconhece a legislacao;discorda;nao;contra;tem_companh;na;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_apoiaria;nao_apoiaria;sim;sim_mas_nunca_se_candidatou;masculino;60 anos ou mais;ensino_fundamental;na;evangelica;0,105920432
sao paulo;sudeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;simna_envergonhados;faz_diferenca;sim;outro;outro;outro;outro;tarefas_domesticas;tempo dedicado as tarefas domesticas;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;tem_companh;tem_companh_sou_responsavel;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;nao_apoiaria;nao;sim_mas_nunca_se_candidatou;masculino;de 50 a 59;ensino_medio;ate 2 sm;evangelica;0,105920432
sao paulo;sudeste;nenhum;nao_alto;baixo_sem;nao_medio;nao_baixo;baixo_sem;nenhum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;nao;falta de apoio da familia;outro;outro;outro;outro;falta de apoio da familia;nao influencia;nao_conhece;voce desconhece a legislacao;discorda;sim;contra;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;nao_apoiaria;nao_apoiaria;nao_apoiaria;nao;nao_nunca_pensou;masculino;de 50 a 59;ensino_fundamental;na;evangelica;0,105920432
sao paulo;sudeste;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;conhece;suficientes;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;sim;sou_membro_de_assoc;medio;sou_membro_de_assocmedio;apoiaria;apoiaria;apoiaria;sim;nao_nunca_pensou;masculino;60 anos ou mais;ensino_medio;mais de 2 a 5 sm;evangelica;0,105920432
sao paulo;sudeste;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;dificuldade de concorrer com um homem;outro;outro;outro;dificuldade de concorrer com um homem;influencia;conhece;suficientes;discorda;sim;a favor;tem_companh;tem_companh_sou_responsavel;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;sim;sim_e_ja_se_candidatou;masculino;de 50 a 59;ensino_superior;na;evangelica;0,105920432
sergipe;nordeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;nao;outro;outro;outro;outro;outro;outro;nao influencia;conhece;insuficientes;concorda;sim;contra;tem_companh;tem_companh_sou_responsavel;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_cuida_comp;filhos_peq_cuida_comp;ja_tenho_filhos;sim;sou_membro_de_assoc;alto;sou_membro_de_assocalto;apoiaria;apoiaria;apoiaria;nao;nao_nunca_pensou;masculino;de 40 a 49;ensino_medio;mais de 10 sm;catolica;0,00495617
alagoas;nordeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;influencia;nao_conhece;voce desconhece a legislacao;concorda;nao;contra;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_cuida_div;filhos_peq_cuida_div;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_apoiaria;nao_apoiaria;sim;nao_nunca_pensou;feminino;de 20 a 29;ensino_fundamental;ate 2 sm;sem religiao ou crenca;0,008031018
amazonas;norte;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;influencia;conhece;insuficientes;discorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_cuida_div;filhos_peq_cuida_div;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;sim;nao_nunca_pensou;feminino;de 30 a 39;ensino_superior;ate 2 sm;evangelica;0,008260283
amazonas;norte;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;nao influencia;conhece;insuficientes;concorda;nao;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_voce_cuida;filhos_peq_voce_cuida;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;nao;nao_nunca_pensou;feminino;de 30 a 39;ensino_superior;ate 2 sm;catolica;0,008260283
amazonas;norte;baixo;nao_alto;baixo_sem;nao_medio;baixo;baixo_sem;algum_interesse;simhomens_engajados/as_patriarcado;faz_diferenca;sim;outro;dificuldade de concorrer com um homem;outro;outro;outro;dificuldade de concorrer com um homem;nao influencia;nao_conhece;voce desconhece a legislacao;concorda;nao;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_voce_cuida;filhos_peq_voce_cuida;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;nao;nao_nunca_pensou;feminino;de 20 a 29;ensino_medio;sem renda;catolica;0,008260283
amazonas;norte;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;conhece;insuficientes;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_cuida_div;filhos_peq_cuida_div;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;nao_apoiaria;sim;nao_nunca_pensou;feminino;de 40 a 49;ensino_medio;na;evangelica;0,008260283
amazonas;norte;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;simmulheres_engajados/as_feministas;faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;na;conhece;insuficientes;concorda;sim;na;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;sim;nao_nunca_pensou;feminino;de 40 a 49;ensino_fundamental;ate 2 sm;catolica;0,008260283
bahia;nordeste;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;influencia;nao_conhece;voce desconhece a legislacao;discorda;sim;contra;tem_companh;tem_companh_divisao_igual;nao tem filhos;nao_tem_filhos;nao_tem_filhos; ;nao_tem_filhos;nao_quero_ter_fihos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;nao_apoiaria;nao;nao_nunca_pensou;feminino;de 20 a 29;ensino_medio;ate 2 sm;catolica;0,037066757
bahia;nordeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;conhece;insuficientes;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_voce_cuida;filhos_peq_voce_cuida;ja_tenho_filhos;nao;sou_membro_de_assoc;medio;sou_membro_de_assocmedio;apoiaria;apoiaria;apoiaria;sim;sim_mas_nunca_se_candidatou;feminino;de 40 a 49;ensino_fundamental;ate 2 sm;evangelica;0,037066757
bahia;nordeste;baixo;nao_alto;baixo_sem;nao_medio;baixo;baixo_sem;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;dificuldade de concorrer com um homem;outro;outro;outro;dificuldade de concorrer com um homem;nao influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;nao tem filhos;nao_tem_filhos;nao_tem_filhos; ;nao_tem_filhos;quero_ter_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;sim;nao_nunca_pensou;feminino;de 30 a 39;ensino_medio;ate 2 sm;catolica;0,037066757
bahia;nordeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;simhomens_engajados/as_patriarcado;faz_diferenca;nao;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;nao influencia;conhece;na;discorda;nao;contra;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;nao;nao_nunca_pensou;feminino;de 50 a 59;ensino_superior;mais de 10 sm;catolica;0,037066757
bahia;nordeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;simmulheres_engajados/as_feministas;faz_diferenca;sim;outro;outro;outro;outro;outro;na;influencia;conhece;na;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_cuida_div;filhos_peq_cuida_div;ja_tenho_filhos;sim;sou_membro_de_assoc;baixo;sou_membro_de_assocbaixo;apoiaria;apoiaria;apoiaria;nao;nao_nunca_pensou;feminino;de 40 a 49;ensino_superior;ate 2 sm;catolica;0,037066757
bahia;nordeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;conhece;insuficientes;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;nao tem filhos;nao_tem_filhos;nao_tem_filhos; ;nao_tem_filhos;quero_ter_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;sim;nao_nunca_pensou;feminino;de 20 a 29;ensino_medio;ate 2 sm;evangelica;0,037066757
bahia;nordeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;sim;nao_nunca_pensou;feminino;de 40 a 49;ensino_medio;sem renda;evangelica;0,037066757
bahia;nordeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;outro;outro;na;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;sim;nao_nunca_pensou;feminino;de 50 a 59;ensino_fundamental;ate 2 sm;catolica;0,037066757
